"BULLETIN OF MISCELLANEOUS INFORMATION (ROYAL GARDENS, KEW)",,,,,,,
BULLETIN OF THE AMERICAN GEOGRAPHICAL SOCIETY,,,,,,,
BULLETIN OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,,,,,,,
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,0253-2964,1229-5949,,,,,
BULLETIN OF THE WILDLIFE DISEASE ASSOCIATION,,,,,,,
"BULLETIN, SOUTHERN CALIFORNIA ACADEMY OF SCIENCES",,,,,,,
CATENA,0341-8162,1872-6887,,,,,
CHEMICAL & PHARMACEUTICAL BULLETIN,0009-2363,1347-5223,,,,,
CISM JOURNAL,,,,,,,
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,0008-4212,1205-7541,,,,,
CANADIAN JOURNAL OF PLANT PATHOLOGY,0706-0661,1715-2992,,,,,
CANADIAN JOURNAL OF POLITICAL SCIENCE,,,,,,,
CANADIAN PUBLIC POLICY,,,,,,,
CARYOLOGIA,,,,,,,
CELL,0092-8674,1097-4172,,,,,
CHEMOECOLOGY,0937-7409,1423-0445,,,,,
CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,0718-5839,0718-5839,,,,,
CLEAN ENERGY,,,,,,,
CLIMATE POLICY,,,,,,,
CLINICAL INFECTIOUS DISEASES,1058-4838,1537-6591,,,,,
COASTAL ENGINEERING,0378-3839,1872-7379,,,,,
COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY,,,,,,,
COMMUNICATIONS BIOLOGY,,2399-3642,,,,,
COMMUNITY ECOLOGY,1585-8553,1588-2756,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART C: COMPARATIVE PHARMACOLOGY,,,,,,,
"COMPARATIVE IMMUNOLOGY, MICROBIOLOGY AND INFECTIOUS DISEASES",,,,,,,
CONTRIBUTIONS IN SCIENCE,,,,,,,
CONTRIBUTIONS TO ZOOLOGY,1383-4517,1875-9866,,,,,
"CULTURE, AGRICULTURE, FOOD AND ENVIRONMENT",,,,,,,
CURATOR: THE MUSEUM JOURNAL,,,,,,,
CURRENT ISSUES IN TOURISM,,,,,,,
CURRENT OPINION IN PLANT BIOLOGY,1369-5266,1879-0356,,,,,
CURRENT ZOOLOGY,1674-5507,2396-9814,,,,,
CYTOGENETIC AND GENOME RESEARCH,1424-8581,1424-859X,,,,,
CYTOMETRY,,,,,,,
DANCE RESEARCH JOURNAL,,,,,,,
DEEP SEA RESEARCH PART B. OCEANOGRAPHIC LITERATURE REVIEW,,,,,,,
DEEP SEA RESEARCH AND OCEANOGRAPHIC ABSTRACTS,,,,,,,
DER ZOOLOGISCHE GARTEN,,,,,,,
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,1435-1951,1522-2403,,,,,
DEVELOPMENTAL & COMPARATIVE IMMUNOLOGY,,,,,,,
DOCUMENTATION ET BIBLIOTHÈQUES,,,,,,,
EARTH INTERACTIONS,,1087-3562,,,,,
ECOHYDROLOGY,1936-0584,1936-0592,,,,,
ECOLOGICAL COMPLEXITY,1476-945X,1476-9840,,,,,
ECOLOGY OF FOOD AND NUTRITION,0367-0244,1543-5237,,,,,
EDITORS' BULLETIN,,,,,,,
ELECTRONIC GREEN JOURNAL,,,,,,,
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,0717-3458,0717-3458,,,,,
ENTOMOLOGICA FENNICA,,,,,,,
ENVIRONMENT: SCIENCE AND POLICY FOR SUSTAINABLE DEVELOPMENT,,,,,,,
ENVIRONMENTAL CHEMISTRY,1448-2517,1449-8979,,,,,
ENVIRONMENTAL HEALTH,,1476-069X,,,,,
ENVIRONMENTAL HISTORY,,,,,,,
ENVIRONMENTAL MICROBIOLOGY REPORTS,1758-2229,1758-2229,,,,,
ENVIRONMENTAL POLLUTION (1970),,,,,,,
ENVIRONMENTAL PRACTICE,,,,,,,
ENVIRONMENTAL PROGRESS,,,,,,,
ENVIRONMENTAL AND RESOURCE ECONOMICS,,,,,,,
"EOS, TRANSACTIONS AMERICAN GEOPHYSICAL UNION",,,,,,,
ETHNOBOTANY RESEARCH AND APPLICATIONS,,,,,,,
EUPHYTICA,0014-2336,1573-5060,,,,,
EUROPEAN JOURNAL OF PHYCOLOGY,0967-0262,1469-4433,,,,,
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,,,,,,,
EVOLUTION & DEVELOPMENT,1520-541X,1525-142X,,,,,
EVOLUTION: EDUCATION AND OUTREACH,,,,,,,
EVOLUTIONARY BIOLOGY,0071-3260,1934-2845,,,,,
EXPERIMENTAL BIOLOGY AND MEDICINE,1535-3702,1535-3699,,,,,
FEMS MICROBIOLOGY ECOLOGY,0168-6496,1574-6941,,,,,
FACIES,0172-9179,1612-4820,,,,,
FOLIA CRYPTOGAMICA ESTONICA,,,,,,,
FOLIA MALACOLOGICA,,,,,,,
FOOD POLICY,0306-9192,1873-5657,,,,,
FOOD WEBS,2352-2496,2352-2496,,,,,
FRONTIERS IN MICROBIOLOGY,,1664-302X,,,,,
FRONTIERS IN PHYSIOLOGY,,1664-042X,,,,,
FRONTIERS IN PLANT SCIENCE,1664-462X,1664-462X,,,,,
FRONTIERS IN VETERINARY SCIENCE,,2297-1769,,,,,
FUNGAL BIOLOGY REVIEWS,1749-4613,1878-0253,,,,,
GAYANA. BOTÁNICA,,,,,,,
GENETIC RESOURCES AND CROP EVOLUTION,0925-9864,1573-5109,,,,,
GENOME RESEARCH,1088-9051,1549-5469,,,,,
GEO-MARINE LETTERS,0276-0460,1432-1157,,,,,
GEOJOURNAL,,,,,,,
GEOARCHAEOLOGY,,,,,,,
GEOFLUIDS,1468-8115,1468-8123,,,,,
"GEOGRAFISKA ANNALER: SERIES A, PHYSICAL GEOGRAPHY",,,,,,,
GLOBAL CRIME,,,,,,,
GLOBAL ECOLOGY AND BIOGEOGRAPHY LETTERS,,,,,,,
GLOBAL ECOLOGY AND CONSERVATION,,2351-9894,,,,,
GRASS AND FORAGE SCIENCE,0142-5242,1365-2494,,,,,
HERZOGIA,0018-0971,,,,,,
HILGARDIA,,,,,,,
HUMAN ORGANIZATION,,,,,,,
IEEE JOURNAL OF OCEANIC ENGINEERING,0364-9059,1558-1691,,,,,
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0018-9286,1558-2523,,,,,
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,1466-5034,,,,,
ISRN ENTOMOLOGY,,,,,,,
ISRN ZOOLOGY,,,,,,,
IMMUNOLOGY TODAY,,,,,,,
INFECTION AND IMMUNITY,0019-9567,1098-5522,,,,,
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,1879-0240,,,,,
INSECTS,,2075-4450,,,,,
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,0020-7128,1432-1254,,,,,
INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH,1239-9736,2242-3982,,,,,
INTERNATIONAL JOURNAL OF COMPARATIVE PSYCHOLOGY,,,,,,,
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,0306-7319,1029-0397,,,,,
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,,,,,,
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,0168-1605,1879-3460,,,,,
INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,0963-7486,1465-3478,,,,,
INTERNATIONAL JOURNAL OF IMMUNOGENETICS,1744-3121,1744-313X,,,,,
INTERNATIONAL JOURNAL OF ODONATOLOGY,1388-7890,2159-6719,,,,,
INTERNATIONAL JOURNAL OF PHARMACOGNOSY,,,,,,,
INTERNATIONAL JOURNAL OF PURE & APPLIED BIOSCIENCE,,,,,,,
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,0955-3002,1362-3095,,,,,
INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,,,,,,,
INTERNATIONAL JOURNAL OF SPELEOLOGY,0392-6672,1827-806X,,,,,
INTERNATIONAL JOURNAL OF ZOOLOGY,,,,,,,
INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1522-2632,,,,,
INVASIVE PLANT SCIENCE AND MANAGEMENT,1939-7291,1939-747X,,,,,
INVESTIGACIONES MARINAS,,,,,,,
JAPCA,,,,,,,
JAPANESE JOURNAL OF ORNITHOLOGY,,,,,,,
JOURNAL DE PHYSIQUE IV (PROCEEDINGS),,,,,,,
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,0267-9477,1364-5544,,,,,
JOURNAL OF ANIMAL SCIENCE,0021-8812,1525-3163,,,,,
JOURNAL OF APPLIED AQUACULTURE,,,,,,,
JOURNAL OF APPLIED PHYCOLOGY,0921-8971,1573-5176,,,,,
JOURNAL OF APPLIED PHYSIOLOGY,8750-7587,1522-1601,,,,,
JOURNAL OF APPLIED POLYMER SCIENCE,0021-8995,1097-4628,,,,,
JOURNAL OF ARACHNOLOGY,0161-8202,1937-2396,,,,,
JOURNAL OF AVIAN MEDICINE AND SURGERY,1082-6742,1938-2871,,,,,
JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,0171-5216,1432-1335,,,,,
JOURNAL OF CHROMATOGRAPHIC SCIENCE,0021-9665,1945-239X,,,,,
JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY,,,,,,,
JOURNAL OF CRUSTACEAN BIOLOGY,0278-0372,1937-240X,,,,,
JOURNAL OF DISASTER RESEARCH,,,,,,,
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,,,,,,,
JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,0265-931X,1879-1700,,,,,
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH, PART C",,,,,,,
JOURNAL OF ENVIRONMENTAL SCIENCES,1001-0742,1878-7320,,,,,
JOURNAL OF ESSENTIAL OIL RESEARCH,1041-2905,2163-8152,,,,,
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,,1746-4269,,,,,
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B: MOLECULAR AND DEVELOPMENTAL EVOLUTION,,,,,,,
JOURNAL OF FIELD ARCHAEOLOGY,,,,,,,
JOURNAL OF FLUID MECHANICS,0022-1120,1469-7645,,,,,
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,0889-1575,1096-0481,,,,,
JOURNAL OF GEOGRAPHY AND GEOLOGY,,,,,,,
JOURNAL OF GEOPHYSICAL RESEARCH: OCEANS,,,,,,,
JOURNAL OF HAND SURGERY,,,,,,,
JOURNAL OF HELMINTHOLOGY,0022-149X,1475-2697,,,,,
JOURNAL OF HYDROMETEOROLOGY,1525-755X,1525-7541,,,,,
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,1367-5435,1476-5535,,,,,
JOURNAL OF INSECT SCIENCE,,1536-2442,,,,,
JOURNAL OF INTERNATIONAL WILDLIFE LAW & POLICY,,,,,,,
JOURNAL OF LEUKOCYTE BIOLOGY,0741-5400,1938-3673,,,,,
JOURNAL OF NORTH AMERICAN HERPETOLOGY,,,,,,,
JOURNAL OF NORTH CAROLINA ACADEMY OF SCIENCE,,,,,,,
JOURNAL OF OCEANOGRAPHY,0916-8370,1573-868X,,,,,
JOURNAL OF PALEOLIMNOLOGY,0921-2728,1573-0417,,,,,
JOURNAL OF PALEONTOLOGY,0022-3360,1937-2337,,,,,
JOURNAL OF PARASITOLOGY RESEARCH,,,,,,,
JOURNAL OF PHARMACY AND PHARMACOLOGY,0022-3573,2042-7158,,,,,
JOURNAL OF PLANT NUTRITION,0190-4167,1532-4087,,,,,
JOURNAL OF PLANT PHYSIOLOGY,0176-1617,1618-1328,,,,,
JOURNAL OF PLANT REGISTRATIONS,1936-5209,1940-3496,,,,,
JOURNAL OF REPRODUCTIVE IMMUNOLOGY,0165-0378,1872-7603,,,,,
JOURNAL OF STEROID BIOCHEMISTRY,,,,,,,
JOURNAL OF SUSTAINABLE FORESTRY,1054-9811,1540-756X,,,,,
JOURNAL OF SYSTEMATICS AND EVOLUTION,1674-4918,1759-6831,,,,,
JOURNAL OF THE ROYAL SOCIETY INTERFACE,1742-5689,1742-5662,,,,,
JOURNAL OF THREATENED TAXA,,,,,,,
JOURNAL OF WATER AND HEALTH,1477-8920,1996-7829,,,,,
JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,0718-9508,0718-9516,,,,,
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,0002-7863,1520-5126,,,,,
JOURNAL OF THE AMERICAN COLLEGE OF NUTRITION,,,,,,,
JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,0003-1062,2327-9788,,,,,
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0162-1459,1537-274X,,,,,
JOURNAL OF THE OHIO HERPETOLOGICAL SOCIETY,,,,,,,
JOURNAL OF THE WORLD AQUACULTURE SOCIETY,0893-8849,1749-7345,,,,,
LAKES & RESERVOIRS: RESEARCH & MANAGEMENT,,,,,,,
LANKESTERIANA,,,,,,,
LATIN AMERICAN JOURNAL OF AQUATIC MAMMALS,,,,,,,
LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,0718-560X,0718-560X,,,,,
LETTERS IN APPLIED MICROBIOLOGY,0266-8254,1472-765X,,,,,
LINDBERGIA,,,,,,,
LUNDELLIA,,,,,,,
MANAGEMENT OF BIOLOGICAL INVASIONS,1989-8649,1989-8649,,,,,
MARINE BEHAVIOUR AND PHYSIOLOGY,,,,,,,
MARINE BIOLOGY RESEARCH,1745-1000,1745-1019,,,,,
MARINE TECHNOLOGY SOCIETY JOURNAL,0025-3324,1948-1209,,,,,
MARINE AND PETROLEUM GEOLOGY,0264-8172,1873-4073,,,,,
MEDICAL HISTORY,0025-7273,2048-8343,,,,,
MEDICAL MYCOLOGY,1369-3786,1460-2709,,,,,
MERGENT'S DIVIDEND ACHIEVERS,,,,,,,
MICHIGAN ACADEMICIAN,,,,,,,
MINERALS AND THE ENVIRONMENT,,,,,,,
MITOCHONDRIAL DNA PART A,2470-1394,2470-1408,,,,,
MITOCHONDRION,1567-7249,1872-8278,,,,,
MITTEILUNGEN AUS DEM MUSEUM FÜR NATURKUNDE IN BERLIN. ZOOLOGISCHES MUSEUM UND INSTITUT FÜR SPEZIELLE ZOOLOGIE 〈BERLIN〉,,,,,,,
MOLECULAR AND CELLULAR PROBES,0890-8508,1096-1194,,,,,
MONOGRAPHIAE BOTANICAE,,,,,,,
MYCOLOGICAL PROGRESS,1617-416X,1861-8952,,,,,
MYCOPATHOLOGIA,0301-486X,1573-0832,,,,,
MYCOSCIENCE,1340-3540,1618-2545,,,,,
NATURAL HAZARDS,0921-030X,1573-0840,,,,,
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,1561-8633,1684-9981,,,,,
NATURAL RESOURCES,,,,,,,
NATURAL SCIENCE,,,,,,,
NATURE REVIEWS GENETICS,1471-0056,1471-0064,,,,,
NATURE SUSTAINABILITY,2398-9629,2398-9629,,,,,
NEMATOLOGICA,,,,,,,
NEOTROPICAL BIRDS,,,,,,,
NEOTROPICAL ENTOMOLOGY,1519-566X,1678-8052,,,,,
NEOTROPICAL ICHTHYOLOGY,1679-6225,1982-0224,,,,,
NETHERLANDS JOURNAL OF ZOOLOGY,,,,,,,
NEW ENGLAND JOURNAL OF MEDICINE,0028-4793,1533-4406,,,,,
NEW FORESTS,0169-4286,1573-5095,,,,,
NEW ZEALAND ENTOMOLOGIST,0077-9962,1179-3430,,,,,
OPEN LIFE SCIENCES,2391-5412,2391-5412,,,,,
"ORAL SURGERY, ORAL MEDICINE, ORAL PATHOLOGY",,,,,,,
ORNIS HUNGARICA,,,,,,,
ORNIS SVECICA,,,,,,,
PALAIOS,0883-1351,1938-5323,,,,,
PLOS GENETICS,1553-7404,1553-7404,,,,,
PACIFIC CONSERVATION BIOLOGY,,,,,,,
PACIFIC HISTORICAL REVIEW,,,,,,,
PADDY AND WATER ENVIRONMENT,1611-2490,1611-2504,,,,,
PARASITOLOGY TODAY,,,,,,,
PEPTIDES,0196-9781,1873-5169,,,,,
PERMAFROST AND PERIGLACIAL PROCESSES,1045-6740,1099-1530,,,,,
PEST MANAGEMENT SCIENCE,1526-498X,1526-4998,,,,,
PHARMACEUTICAL BIOLOGY,1388-0209,1744-5116,,,,,
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A: MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES",,,,,,,
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. B, BIOLOGICAL SCIENCES",,,,,,,
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES",,,,,,,
PHOTOGRAMMETRIC ENGINEERING & REMOTE SENSING,,,,,,,
PHYSICS TODAY,0031-9228,1945-0699,,,,,
PHYSIOLOGIA PLANTARUM,0031-9317,1399-3054,,,,,
PHYSIOLOGICAL REVIEWS,0031-9333,1522-1210,,,,,
PHYSIOLOGY,1548-9213,1548-9221,,,,,
PHYTOCHEMICAL ANALYSIS,0958-0344,1099-1565,,,,,
PHYTOMEDICINE,0944-7113,1618-095X,,,,,
PLANT BREEDING,0179-9541,1439-0523,,,,,
"PLANT CELL, TISSUE AND ORGAN CULTURE",,,,,,,
PLANT SCIENCE,0168-9452,1873-2259,,,,,
PLANTA,0032-0935,1432-2048,,,,,
POLICY SCIENCES,,,,,,,
POLISH JOURNAL OF ECOLOGY,1505-2249,,,,,,
POLISH JOURNAL OF VETERINARY SCIENCES,1505-1773,2300-2557,,,,,
PROCEEDINGS OF THE BOSTON SOCIETY OF NATURAL HISTORY.,,,,,,,
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH. SECTION B. BIOLOGICAL SCIENCES,,,,,,,
PSYCHOLOGICAL REPORTS,,,,,,,
PUBLIC HEALTH REPORTS (1896-1970),,,,,,,
PURE AND APPLIED CHEMISTRY,0033-4545,1365-3075,,,,,
PURE AND APPLIED GEOPHYSICS,0033-4553,1420-9136,,,,,
RANGELANDS,,,,,,,
RECHERCHES AMÉRINDIENNES AU QUÉBEC,,,,,,,
RELATIONS INDUSTRIELLES,,,,,,,
REMOTE SENSING,,2072-4292,,,,,
RENEWABLE ENERGY,0960-1481,1879-0682,,,,,
RENEWABLE ENERGY FOCUS,,,,,,,
RENEWABLE AND SUSTAINABLE ENERGY REVIEWS,,,,,,,
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1569-9048,1878-1519,,,,,
REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,2330-8249,2330-8257,,,,,
REVISTA BRASILEIRA DE FARMACOGNOSIA,,,,,,,
REVISTA DE BIOLOGÍA TROPICAL,,,,,,,
REVUE DE GÉOGRAPHIE ALPINE,,,,,,,
REVUE DES SCIENCES DE L'EAU,,,,,,,
REVUE INTERNATIONALE P.M.E.: ÉCONOMIE ET GESTION DE LA PETITE ET MOYENNE ENTREPRISE,,,,,,,
RISK ANALYSIS,0272-4332,1539-6924,,,,,
RUSSIAN JOURNAL OF ECOLOGY,1067-4136,1608-3334,,,,,
RUSSIAN JOURNAL OF MARINE BIOLOGY,1063-0740,1608-3377,,,,,
SCIENCE ADVANCES,,2375-2548,,,,,
SCIENCE BULLETIN,2095-9273,2095-9281,,,,,
SCIENTIA HORTICULTURAE,0304-4238,1879-1018,,,,,
SCIENTIFIC AMERICAN,0036-8733,1946-7087,,,,,
SEED SCIENCE RESEARCH,0960-2585,1475-2735,,,,,
SEMINARS IN AVIAN AND EXOTIC PET MEDICINE,,,,,,,
SEXUAL PLANT REPRODUCTION,,,,,,,
SHOKUBUTSUGAKU ZASSHI,,,,,,,
SMITHSONIAN CONTRIBUTIONS TO BOTANY,,,,,,,
SOCIETY & NATURAL RESOURCES,,,,,,,
SOIL BIOLOGY AND BIOCHEMISTRY,,,,,,,
SOIL AND TILLAGE RESEARCH,,,,,,,
SOMMERFELTIA,,,,,,,
SOUTH AFRICAN JOURNAL OF BOTANY,0254-6299,1727-9321,,,,,
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,,,,,,,
SOUTH AMERICAN JOURNAL OF HERPETOLOGY,1808-9798,,,,,,
STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,2194-6302,1544-6115,,,,,
STATISTICAL SCIENCE,0883-4237,2168-8745,,,,,
STRESS,,,,,,,
STUDIES IN MYCOLOGY,0166-0616,1872-9797,,,,,
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,0165-0521,1744-5140,,,,,
TOPIA: CANADIAN JOURNAL OF CULTURAL STUDIES,,,,,,,
TETRAHEDRON,0040-4020,1464-5416,,,,,
TETRAHEDRON LETTERS,0040-4039,1873-3581,,,,,
APPEA JOURNAL,,,,,,,
AMERICAN HISTORICAL REVIEW,,,,,,,
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,1476-1645,,,,,
AMERICAN MATHEMATICAL MONTHLY,0002-9890,1930-0972,,,,,
FEBS JOURNAL,1742-464X,1742-4658,,,,,
GEOGRAPHICAL JOURNAL,,,,,,,
JOURNAL OF ANTIBIOTICS,0021-8820,1881-1469,,,,,
JOURNAL OF COMPARATIVE NEUROLOGY,0021-9967,1096-9861,,,,,
JOURNAL OF GEOLOGY,0022-1376,1537-5269,,,,,
JOURNAL OF NUTRITION,0022-3166,1541-6100,,,,,
PLANT JOURNAL,0960-7412,1365-313X,,,,,
R JOURNAL,2073-4859,,,,,,
UNIVERSITY OF KANSAS SCIENCE BULLETIN.,,,,,,,
THEORETICAL AND APPLIED CLIMATOLOGY,0177-798X,1434-4483,,,,,
TOXICOLOGY,0300-483X,1879-3185,,,,,
TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY AND PROCEEDINGS OF THE ENTOMOLOGICAL SECTION OF THE ACADEMY OF NATURAL SCIENCES,,,,,,,
TRANSACTIONS OF THE LINNEAN SOCIETY OF LONDON,,,,,,,
TRANSBOUNDARY AND EMERGING DISEASES,1865-1674,1865-1682,,,,,
TREE GENETICS & GENOMES,1614-2942,1614-2950,,,,,
TÉOROS: REVUE DE RECHERCHE EN TOURISME,,,,,,,
URBAN FORESTRY & URBAN GREENING,1618-8667,1610-8167,,,,,
VACCINE,0264-410X,1873-2518,,,,,
VECTOR-BORNE AND ZOONOTIC DISEASES,1530-3667,1557-7759,,,,,
VETERINARY CLINICS OF NORTH AMERICA: SMALL ANIMAL PRACTICE,,,,,,,
VIRUS EVOLUTION,,2057-1577,,,,,
VIRUSES,,,,,,,
WADER STUDY,,,,,,,
WEATHER,0043-1656,1477-8696,,,,,
WEB ECOLOGY,2193-3081,1399-1183,,,,,
WEBBIA,,,,,,,
WEEDS,,,,,,,
WESTERN BIRDS,,,,,,,
WORLD ARCHAEOLOGY,,,,,,,
ZEITSCHRIFT FÜR ANGEWANDTE ENTOMOLOGIE,,,,,,,
ZEITSCHRIFT FÜR JAGDWISSENSCHAFT,,,,,,,
ZEITSCHRIFT FÜR NATURFORSCHUNG B,,,,,,,
ZEITSCHRIFT F�R MORPHOLOGIE UND �KOLOGIE DER TIERE,,,,,,,
ZOOLOGIA (CURITIBA),,,,,,,
ZOOLOGY,0944-2006,1873-2720,,,,,
ZOONOSES AND PUBLIC HEALTH,1863-1959,1863-2378,,,,,
ACTA ETHOLOGICA,0873-9749,1437-9546,,,,,
GENESIS,1526-954X,1526-968X,,,,,
IFOREST - BIOGEOSCIENCES AND FORESTRY,,,,,,,
ÉTUDES D'HISTOIRE RELIGIEUSE,,,,,,,
